_pkey,excessFee,rrp,balanceRRP,oldBalanceRRP,productName,productDesc,coverage,productCode,policyStartDate,policyEndDate,policyStatus,retailerName,deviceType,make,model,purchaseDate,deviceCost,relationship,channel,claimType,country,status,turnOnOff,touchScreen,smashed,frontCamera,backCamera,frontOrBackCamera,audio,mic,buttons,connection,charging,other,issueDesc,approved,rrp_minus_balance,fee_to_rrp,coverage_duration_days,purchase_to_policy_end_days,days_after_policy_anchor_to_end,coverage_duration_tier,symptom_count,issueDesc_en,_wc_issue_en,persona
2003,59.0,1349.0,607.54,607.54,NL_DISCOUNT_ADLD+THEFT_24M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT2403,2022-08-03 00:00:00,2024-08-03 00:00:00,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA89,2022-08-03 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,******* is ***** werkzaamheden met zwaar materiaal en palen zetten om *** land gevallen. Daardoor is *** toestel zo danig beschadigd dat *** **** **** doet en echt kapot is.\nHij is uit mijn *** gevallen. En daarna is *** **** erop gezet. Ik bukte om de **** te geleiden. En **** gebeurde *** allemaal heel snel.,1,741.46,0.04373610081541883,731.0,731.0,731.0,tier_appx_24mo,0,"******* is ***** activities with heavy material and poles setting to *** land fallen. Because of this is *** device so much damaged that *** **** **** does and really broken is.
He is out of my *** fallen. And after that is *** **** on it set. I bent to the **** to guide. And **** happened *** all very fast.",62,The Professional (Workplace Accident)
2004,59.0,1349.0,1349.0,1349.0,NL_DISCOUNT_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Accidentele schade en vloeistofschade,ADLD,NLADLD2403,24/02/2022,24/02/2024,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA5,25/02/2022,0,self,Online Portal,Accidental Damage,NL,Declined,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,"Uit broekzak gevallen tijdens traplopen, en stuiterde op de aluminium traptreden naar benden om vervolgens op *** scherm te ****** op *** schroef en nu is er links bovenin ****** *** *** scherm en scheuren. ",0,0.0,0.04373610081541883,730.0,729.0,729.0,tier_appx_24mo,5,"Out of pants pocket fallen during stair walking, and bounced on the aluminum stair steps to down to subsequently on *** screen to ****** on *** screw and now is there left top in ****** *** *** screen and cracks.",40,The Clumsy Dropper (Standard Accidental)
2005,59.0,1579.0,1579.0,1579.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1240,2023-03-02 00:00:00,2024-03-02 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA139,2023-03-02 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,Bovenste cm zichtbaar. Daaronder werkt het niet meer goed. ,Opstaan *** ***************. Blijkbaar zat hij niet goed in mijn ***. *** toestel lag ineens op de grond opengevouwen in *** hoesje en helaas *** scherm beschadigd en nu is ****** de bovenste cm zichtbaar. Ik had *** zelf gedaan dus. ,1,0.0,0.037365421152628246,366.0,366.0,366.0,tier_appx_12mo,5,Standing up *** ***************. Apparently sat he not well in my ***. *** device lay suddenly on the ground unfolded in *** cover and unfortunately *** screen damaged and now is ****** the top cm visible. I had *** myself done so.,42,The Clumsy Dropper (Standard Accidental)
2006,59.0,1579.0,1579.0,1579.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1240,2023-05-02 00:00:00,2024-05-02 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA119,2023-05-02 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,"*** toestel werd door de eigenaar gebruikt. Hij is gevallen op *** stoeprand, daarbij is *** scherm beschadigd geraakt en heeft deze *** paar barsten **** gekregen. De ****** is ontstaan ondanks dat er *** beschermhoesje & protectieglaasje op zit.",1,0.0,0.037365421152628246,366.0,366.0,366.0,tier_appx_12mo,5,"*** device was by the owner used. He is fallen on *** curb, thereby is *** screen damaged become and has this *** pair cracks **** gotten. The ****** is arisen despite that there *** protective cover & protection glass on sits.",42,The Clumsy Dropper (Standard Accidental)
2007,59.0,1579.0,1579.0,1579.0,NL_ADLD_1Y_UPFRONT_EPP_SMARTPHONE_BACKTOSCHOOL50%,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1222,13/05/2023,13/05/2024,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA119,13/05/2023,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,S pen reageert in midden van de scherm niet meer met de scherm,Tijdens foto maken *** zonsondergang geschrokken door *** voorbijganger die dichtbij langs fietste en de  telefoon en mijzelf bijna omver **** waardoor de telefoon viel vanaf *** verhoogde stuk (bagagedrager *** de *******) die ik gebruikte als ondersteuning/standaard om de foto te maken. ,1,0.0,0.037365421152628246,366.0,366.0,366.0,tier_appx_12mo,6,During photo making *** sunset startled by *** passerby who close by along cycled and the phone and myself almost over **** whereby the phone fell from *** raised piece (luggage carrier *** the *******) that I used as support/stand to the photo to make.,45,The Active/Sporty (Action Damage)
2008,139.0,1319.0,1319.0,1319.0,NL_MANDATORY_ADLD_1Y_UPFRONT_SMARTPHONE_Q5B5,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1247,2023-09-08 00:00:00,2024-09-08 00:00:00,Active,,SMARTPHONES,WUAWEI,WUAWEI-AAA178,2023-09-08 00:00:00,0,self,Online Portal,Accidental Damage,NL,Declined,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,Voorscherm gebroken ,"Ik **** waarschijnlijk ***** *** tafel *** waardoor mijn scherm is gebroken **** ik *** uit mijn *** had genomen merkte ik *** pas, dat gaat *** over mijn voorscherm.",0,0.0,0.10538286580742987,366.0,366.0,366.0,tier_appx_12mo,5,"I **** probably ***** *** table *** whereby my screen is broken **** I *** out of my *** had taken noticed I *** only, that goes *** over my front screen.",32,The Clumsy Dropper (Standard Accidental)
2009,99.0,1579.0,1327.59,1327.59,NL_ADLD+THEFT_12M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT1203,2023-01-03 00:00:00,2024-01-03 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA142,2023-01-03 00:00:00,0,self,Online Portal,Theft,NL,Completed,,,,,,,,,,,,,"Ik zat op *** bankje bij ******************. **** *** jongen naast mij kwam zitten, ik had **** argwaan, maar **** ik mijn telefoon uit mijn tas willen pakken zag ik *** wegrennen, ik probeerde *** in ***** maar **** viel ik en hij was dus weg in *** donker. Hij heeft mijn telefoon (WUAWEI ********* en portomonnee gestolen.",1,251.41000000000008,0.06269791006966434,365.0,365.0,365.0,tier_appx_12mo,0,"I sat on *** bench at ******************. **** *** boy next to me came sit, I had **** suspicion, but **** I my phone out of my bag want grab saw I *** running away, I tried *** in ***** but **** fell I and he was so away in *** dark. He has my phone (WUAWEI ********* and wallet stolen.",61,The Victim (Theft/Loss)
2010,59.0,1499.0,1499.0,1499.0,NL_MANDATORY_ADLD_1Y_UPFRONT_TABLET_TABS9,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1253,2023-06-08 00:00:00,2024-06-08 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA304,2023-06-08 00:00:00,0,self,Online Portal,Accidental Damage,NL,Declined,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,"Er zitten nu al krassen op, ondanks aanschaf speciale hoes!!",**** gebruikt tablet voor school.  Tablet wordt vervoerd in speciaal aangeschafte hoes ( zie aankoop) en dichte schooltas. Op *** scherm zijn nu al krassen ontstaan ondanks goed en scherm protection. ,0,0.0,0.03935957304869913,366.0,366.0,366.0,tier_appx_12mo,6,**** uses tablet for school. Tablet is transported in specially purchased cover (see purchase) and closed school bag. On *** screen are now already scratches arisen despite good and screen protection.,31,The Family/Pet Owner (Chaos Damage)
2011,59.0,1819.0,1819.0,1819.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1240,2023-07-02 00:00:00,2024-07-02 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA146,2023-07-02 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,barst in scherm,Ik zelf was in *** bezit op *** moment dat de ****** *** *** scherm ontstond. Doordat deze ongelukkig is gevallen/gestoten is de barst ontstaan. De ****** lijkt op *** 'gevoelige' plek te zijn ontstaan. De ****** zit op de **** (ronding) *** *** glas. Helaas heeft *** gebruik *** *** hoes *** niet kunnen voorkomen.,1,0.0,0.032435404068169325,366.0,366.0,366.0,tier_appx_12mo,5,I myself was in *** possession at *** moment that the ****** *** *** screen arose. Because this unluckily is fallen/bumped is the crack arisen. The ****** seems on *** 'sensitive' spot to be arisen. The ****** sits on the **** (curve) *** *** glass. Unfortunately has *** use *** *** cover *** not been able to prevent.,58,The Clumsy Dropper (Standard Accidental)
2012,109.0,1109.0,1109.0,1109.0,NL_ADLD+THEFT_UPFRONT1Y_EPP_SMARTPHONE_BLACKFRIDAY50%OFF,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT1240,2022-06-12 00:00:00,2023-06-12 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA55,2022-06-12 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,0.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,Ti was folingdown from the salon after when I closed my phone  power of aging when I opened ordy my phone it of,My self the problem is after foldown the power is of when I close my phone  when I open again ordiy it is of again I restarted or power on and it's  problem **** day opening my phone ,1,0.0,0.09828674481514878,365.0,365.0,365.0,tier_appx_12mo,5,My self the problem is after foldown the power is of when I close my phone  when I open again ordiy it is of again I restarted or power on and it's  problem **** day opening my phone,38,The Clumsy Dropper (Standard Accidental)
2013,59.0,1579.0,1579.0,1579.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1240,2023-08-02 00:00:00,2024-08-02 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA104,2023-08-02 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,**************************** had *** toestel in gebruik en die is per ongeluk uit mijn hand gevallen op de vloer waardoor er *** barst rechts in *** scherm is ontstaan heb nu *** streep in mijn scherm en *** valt ook steeds weg,1,0.0,0.037365421152628246,366.0,366.0,366.0,tier_appx_12mo,5,**************************** had *** device in use and that is accidentally out of my hand fallen on the floor whereby there *** crack right in *** screen is arisen have now *** line in my screen and *** falls also constantly away,41,The Clumsy Dropper (Standard Accidental)
2014,59.0,1579.0,1579.0,1579.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1240,2023-02-03 00:00:00,2024-02-03 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA142,2023-02-03 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,"ik gebruik zelf de toestel was in mijn hand en  de toestel was  gevallen vanuit mijn hand en beschadigd de voor **** *** de scherm,nu **** ik niet wat **** ik ****",1,0.0,0.037365421152628246,365.0,365.0,365.0,tier_appx_12mo,1,"I use myself the device was in my hand and the device was fallen from my hand and damaged the front **** *** the screen, now **** I not what **** I ****",33,The Clumsy Dropper (Standard Accidental)
2015,59.0,1579.0,1579.0,1579.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1240,2023-03-02 00:00:00,2024-03-02 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA104,2023-03-02 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,"*** toestel is onopzettelijk ***** ****** door *********************** vanaf heuphoogte, wat helaas resulteerde in *** ongelukkige situatie waarbij er *** scheur in *** scherm ontstond.",1,0.0,0.037365421152628246,366.0,366.0,366.0,tier_appx_12mo,6,"*** device is unintentionally ***** ****** by *********************** from hip height, what unfortunately resulted in *** unfortunate situation whereby there *** crack in *** screen arose.",26,The Clumsy Dropper (Standard Accidental)
2016,59.0,1819.0,1819.0,1819.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1240,28/02/2023,28/02/2024,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA152,28/02/2023,0,self,Online Portal,Accidental Damage,NL,Declined,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,"Scherm kapot, en achterkant beschadigd",telefoon lag *** bekabelde lader in de auto. tijden *** uitstappen en *** dichtdoen *** de autodeur heb ik per ongeluk de oplaadkabel meegetrokken waardoor de telefoon viel en net tussen de deur terecht kwam.,0,0.0,0.032435404068169325,365.0,365.0,365.0,tier_appx_12mo,0,phone lay *** wired charger in the car. during *** getting out and *** closing *** the car door have I accidentally the charging cable pulled along whereby the phone fell and just between the door ended up.,38,The Commuter (Transit Damage)
2017,59.0,1579.0,1579.0,1579.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1240,2023-03-02 00:00:00,2024-03-02 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA119,2023-03-02 00:00:00,0,self,Online Portal,Accidental Damage,NL,Declined,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,barst in het scherm,"Ik tikte met mijn elleboog/ onderarm de telefoon *** *** aanrecht, deze viel met de **** op de metalen voerbak *** de **** waardoor er *** barst in kwam.",0,0.0,0.037365421152628246,366.0,366.0,366.0,tier_appx_12mo,6,"I tapped with my elbow/ forearm the phone *** *** counter, this fell with the **** on the metal food bowl *** the **** whereby there *** crack in came.",30,The Clumsy Dropper (Standard Accidental)
2018,139.0,1319.0,1319.0,1319.0,NL_MANDATORY_ADLD_1Y_UPFRONT_SMARTPHONE_Q5B5_EPP,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1250,2023-05-08 00:00:00,2024-05-08 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA196,2023-05-08 00:00:00,0,self,Online Portal,Accidental Damage,NL,Declined,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,scherm geeft strepen,**** idee *** *** scherm is ontstaan. De telefoon zat in mijn *** en **** ik *** eruit haalde zaten er vlekken op *** scherm. *** toestel is niet gevallen en na mijn weten ook **** grote druk op geweest.\n,0,0.0,0.10538286580742987,366.0,366.0,366.0,tier_appx_12mo,5,**** idea *** *** screen is arisen. The phone sat in my *** and **** I *** out took sat there spots on *** screen. *** device is not fallen and after my knowing also **** big pressure on been.,40,The Clumsy Dropper (Standard Accidental)
2019,59.0,1579.0,1579.0,1579.0,NL_ADLD_12M_MONTHLY_SMARTPHONE,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD12,2023-03-03 00:00:00,2024-03-03 00:00:00,Active,EVOLLIS,SMARTPHONES,WUAWEI,WUAWEI-AAA142,2023-10-02 00:00:00,0,self,Online Portal,Accidental Damage,NL,Declined,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,The corner makes that the screen light blinkt from time to time. And has a line on it.,It just **** to the floor. It was an accident.\nI had it on my hand. Then I saw that has damaged on the corner and the screen has a line that makes the light blink from time to time. Like it will going to shut down. But still works.,0,0.0,0.037365421152628246,366.0,153.0,153.0,tier_appx_12mo,6,"It just **** to the floor. It was an accident.
I had it on my hand. Then I saw that has damaged on the corner and the screen has a line that makes the light blink from time to time. Like it will going to shut down. But still works.",50,The Clumsy Dropper (Standard Accidental)
2020,59.0,1579.0,1579.0,1579.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1240,2023-01-03 00:00:00,2024-01-03 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA111,2023-01-03 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,"*** apparaat is *** *** stoel in de huurauto afgevallen en precies met *** scherm op de bevestigingsrail *** de stoel gevallen. Daardoor is er *** barst in *** scherm ontstaan. Er zit *** heel goed hoesje om de telefoon, maar ik had de pech dat *** scherm precies op *** uitstekend (metalen) deel *** de stoelrail terecht kwam. ",1,0.0,0.037365421152628246,365.0,365.0,365.0,tier_appx_12mo,5,"*** device is *** *** chair in the rental car fallen off and exactly with *** screen on the mounting rail *** the chair fallen. Because of this is there *** crack in *** screen arisen. There sits *** very good cover around the phone, but I had the bad luck that *** screen exactly on *** protruding (metal) part *** the chair rail ended up.",66,The Commuter (Transit Damage)
2021,59.0,1649.0,1649.0,1649.0,NL_DISCOUNT_ADLD+THEFT_24M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT2403,2022-05-03 00:00:00,2024-05-03 00:00:00,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA18,2022-04-03 00:00:00,0,self,Online Portal,Accidental Damage,NL,Declined,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,"Valt vaak uit, meerdere keren per dag. Gaat dan opnieuw opstarten maar valt tijdens dat opnieuw opstarten ook vaak weer uit. Soms wel 20 keer achter elkaar. Uiteindelijk gaat hij aan. Als ik WiFi inschakel of meerdere processen tegelijk doe valt hij vaker uit lijkt me.",De telefoon is *** *** nachtkastje naar beneden gevallen op de grond **** ik achter de oplaadkabel bleef hangen. Reset naar ******** heeft niet geholpn,0,0.0,0.035779260157671314,731.0,761.0,731.0,tier_appx_24mo,6,The phone is *** *** nightstand down fallen on the ground **** I behind the charging cable stayed hanging. Reset to ******** has not helped,25,The Clumsy Dropper (Standard Accidental)
2022,59.0,1579.0,1579.0,1579.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC_EPP,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade ,ADLD,NLADLD1241,24/02/2023,24/02/2024,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA108,24/02/2023,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,Barst in scherm ,Ik **** *** toestel ****** op de grond. ******* heeft WUAWEI hoesje en WUAWEI screen protector. Heeft helaas de barst niet voorkomen. Scherm en toestel werken nog wel,1,0.0,0.037365421152628246,365.0,365.0,365.0,tier_appx_12mo,6,I **** *** device ****** on the ground. ******* has WUAWEI cover and WUAWEI screen protector. Has unfortunately the crack not prevented. Screen and device work still indeed,28,The Clumsy Dropper (Standard Accidental)
2023,59.0,1819.0,1592.01,1592.01,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1240,20/03/2023,20/03/2024,Active,bolttech D2C,SMARTPHONES,WUAWEI,WUAWEI-AAA152,20/03/2023,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,Barst in scherm ,De telefoon is uit me *** gevallen.\nHet apparaat heeft nu *** kleine barst in *** scherm. Voor de rest werkt alles nog. \nDe telefoon is *** ongeveer 50 cm hoogtenpp de grond gevallen.,1,226.99,0.032435404068169325,366.0,366.0,366.0,tier_appx_12mo,6,"The phone is out of me *** fallen.
The device has now *** small crack in *** screen. For the rest works everything still. 
The phone is *** about 50 cm height on the ground fallen.",36,The Clumsy Dropper (Standard Accidental)
2024,139.0,1319.0,1319.0,1319.0,NL_MANDATORY_ADLD_1Y_UPFRONT_SMARTPHONE_Q5B5,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1247,2023-08-08 00:00:00,2024-08-08 00:00:00,Active,,SMARTPHONES,WUAWEI,WUAWEI-AAA178,2023-08-08 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,Touchscreen Hoofdscherm defect.,"*** Touchscreen *** *** hoofdscherm stopte abrupt met werken.\nTerug gestuurd naar ******* omdat ik aannam dat *** in de garantie zat, maar deze hebben gemeld dat *** door valschade komt waardoor *** dus niet binnen de garantie valt.",1,0.0,0.10538286580742987,366.0,366.0,366.0,tier_appx_12mo,5,"*** Touchscreen *** *** main screen stopped abruptly with working.
Sent back to ******* because I assumed that *** in the warranty sat, but these have reported that *** due to fall damage comes whereby *** so not within the warranty falls.",42,The Clumsy Dropper (Standard Accidental)
2025,59.0,1579.0,1579.0,1579.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1240,2023-03-02 00:00:00,2024-03-02 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA119,2023-03-02 00:00:00,0,self,Online Portal,Accidental Damage,NL,Declined,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,Ik *** ****** \nMijn telefoon werkt usb gedeelte niet **** *** nog wel ***** maar *** niet **** verbonden ****** met me drone afstandsbediening of met mijn Android auto,0,0.0,0.037365421152628246,366.0,366.0,366.0,tier_appx_12mo,6,"I *** ****** 
My phone works usb part not **** *** still well ***** but *** not **** connected ****** with my drone remote control or with my Android auto",30,The Clumsy Dropper (Standard Accidental)
2026,139.0,1319.0,1319.0,1319.0,NL_MANDATORY_ADLD_1Y_UPFRONT_SMARTPHONE_Q5B5_EPP,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1250,15/08/2023,15/08/2024,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA176,15/08/2023,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,Scherm vertoont streep in het midden bij de vouw,Toestel is door papegaai gebeten precies op de vouw. Bij *** loslaten merkte ik de ******. Hierdoor vertoont de scherm *** ***** streep en de onderste scherm flikkert. Onderste scherm valt af en toe weg,1,0.0,0.10538286580742987,366.0,366.0,366.0,tier_appx_12mo,5,Device is by parrot bitten exactly on the fold. At *** letting go noticed I the ******. Because of this shows the screen *** ***** line and the bottom screen flickers. Bottom screen falls occasionally away,36,The Family/Pet Owner (Chaos Damage)
2027,59.0,1349.0,1349.0,1349.0,NL_DISCOUNT_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Accidentele schade en vloeistofschade,ADLD,NLADLD2403,24/02/2022,24/02/2024,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA5,25/02/2022,0,self,Email,Accidental Damage,NL,Completed,,,,,,,,,,,,,"Uit broekzak gevallen tijdens traplopen, en stuiterde op de aluminium traptreden naar benden om vervolgens op *** scherm te ****** op *** schroef en nu is er links bovenin ****** *** *** scherm en scheuren. ",1,0.0,0.04373610081541883,730.0,729.0,729.0,tier_appx_24mo,0,"Out of pants pocket fallen during stair walking, and bounced on the aluminum stair steps to down to subsequently on *** screen to ****** on *** screw and now is there left top in ****** *** *** screen and cracks.",40,The Clumsy Dropper (Standard Accidental)
2028,59.0,1579.0,1579.0,1579.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1240,2023-01-03 00:00:00,2024-01-03 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA139,2023-01-03 00:00:00,0,self,Online Portal,Accidental Damage,NL,Declined,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,De stylus werkt niet meer,Ik haalde de stylus uit mijn s23 ultra en probeerde *** te gebruiken en *** wekte niet **** consistent. De **** die ik probeer te zetten word niet **** geregistreerd of word continue onderbroken.,0,0.0,0.037365421152628246,365.0,365.0,365.0,tier_appx_12mo,0,I took the stylus out of my s23 ultra and tried *** to use and *** worked not **** consistent. The **** that I try to set is not **** registered or is continuously interrupted.,35,The Clumsy Dropper (Standard Accidental)
2029,59.0,1579.0,1579.0,1579.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC_EPP,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade ,ADLD,NLADLD1241,28/02/2023,28/02/2024,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA104,28/02/2023,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,"telefoon onhandig vast gehouden, vloog met *** vaart uit mijn hand op de **** *** *** plantenpot op de grond. Direct *** barst in *** scherm met daarbij *** permanente streep op *** digitale scherm",1,0.0,0.037365421152628246,365.0,365.0,365.0,tier_appx_12mo,6,"phone clumsily held, flew with *** speed out of my hand on the **** *** *** plant pot on the ground. Directly *** crack in *** screen with thereby *** permanent line on *** digital screen",36,The Clumsy Dropper (Standard Accidental)
